timestamp,value
05-08-2017 18,2.22
05-08-2017 19,1.06
05-08-2017 20,1.8
05-08-2017 21,1.19
05-08-2017 22,0.93
05-08-2017 23,1.16
06-08-2017 0,1.23
06-08-2017 1,0.53
06-08-2017 2,0.56
06-08-2017 3,0.36
06-08-2017 4,1.15
06-08-2017 5,0.35
06-08-2017 6,0.92
06-08-2017 7,1.23
06-08-2017 8,2.21
06-08-2017 9,2.45
06-08-2017 10,2.04
06-08-2017 11,2.2
06-08-2017 12,1.29
06-08-2017 13,1.72
06-08-2017 14,0.48
06-08-2017 15,0.27
06-08-2017 16,0.27
06-08-2017 17,0.28
06-08-2017 18,1.7
06-08-2017 19,4.41
06-08-2017 20,5.76
06-08-2017 21,3.42
06-08-2017 22,4.11
06-08-2017 23,3.97
07-08-2017 0,2.9
07-08-2017 1,0.85
07-08-2017 2,0.28
07-08-2017 3,1.07
07-08-2017 4,0.29
07-08-2017 5,1.04
07-08-2017 6,1.51
07-08-2017 7,1.92
07-08-2017 8,3.15
07-08-2017 9,3.73
07-08-2017 10,2.5
07-08-2017 11,2.77
07-08-2017 12,2.72
07-08-2017 13,1.42
07-08-2017 14,0.77
07-08-2017 15,1.25
07-08-2017 16,0.43
07-08-2017 17,1.66
07-08-2017 18,2.29
07-08-2017 19,2.73
07-08-2017 20,0.63
07-08-2017 21,3.38
07-08-2017 22,3.57
07-08-2017 23,3.75
08-08-2017 0,3.12
08-08-2017 1,2.94
08-08-2017 2,0.65
08-08-2017 3,1.08
08-08-2017 4,0.34
08-08-2017 5,0.96
08-08-2017 6,0.85
08-08-2017 7,2.06
08-08-2017 8,1.4
08-08-2017 9,2.19
08-08-2017 10,1.72
08-08-2017 11,0.81
08-08-2017 12,1.28
08-08-2017 13,0.5
08-08-2017 14,0.49
08-08-2017 15,0.82
08-08-2017 16,2.77
08-08-2017 17,0.86
08-08-2017 18,0.65
08-08-2017 19,2.37
08-08-2017 20,4.98
08-08-2017 21,5.34
08-08-2017 22,3.48
08-08-2017 23,3.34
09-08-2017 0,3.89
09-08-2017 1,1.27
09-08-2017 2,0.27
09-08-2017 3,0.26
09-08-2017 4,0.25
09-08-2017 5,1.57
09-08-2017 6,0.33
09-08-2017 7,0.45
09-08-2017 8,1.47
09-08-2017 9,1.8
09-08-2017 10,1.25
09-08-2017 11,0.92
09-08-2017 12,1.64
09-08-2017 13,0.97
09-08-2017 14,1.11
09-08-2017 15,0.79
09-08-2017 16,2
09-08-2017 17,0.85
09-08-2017 18,1.47
09-08-2017 19,1.09
09-08-2017 20,5.09
09-08-2017 21,4.47
09-08-2017 22,3.68
09-08-2017 23,4.24
10-08-2017 0,3.15
10-08-2017 1,2
10-08-2017 2,0.39
10-08-2017 3,0.27
10-08-2017 4,1.11
10-08-2017 5,0.77
10-08-2017 6,0.93
10-08-2017 7,1.29
10-08-2017 8,1.46
10-08-2017 9,2.19
10-08-2017 10,0.76
10-08-2017 11,0.75
10-08-2017 12,0.88
10-08-2017 13,0.78
10-08-2017 14,1.48
10-08-2017 15,0.58
10-08-2017 16,0.58
10-08-2017 17,0.87
10-08-2017 18,1.33
10-08-2017 19,0.84
10-08-2017 20,1.79
10-08-2017 21,1.38
10-08-2017 22,1.59
10-08-2017 23,1.16
11-08-2017 0,3.8
11-08-2017 1,3.13
11-08-2017 2,3.12
11-08-2017 3,3.13
11-08-2017 4,1.89
11-08-2017 5,1.09
11-08-2017 6,0.71
11-08-2017 7,0.96
11-08-2017 8,2.24
11-08-2017 9,1.85
11-08-2017 10,1.59
11-08-2017 11,2.09
11-08-2017 12,1.1
11-08-2017 13,0.85
11-08-2017 14,1
11-08-2017 15,0.6
11-08-2017 16,0.86
11-08-2017 17,3
11-08-2017 18,2.56
11-08-2017 19,1.59
11-08-2017 20,1.19
11-08-2017 21,0.63
11-08-2017 22,1.14
11-08-2017 23,0.58
12-08-2017 0,0.57
12-08-2017 1,0.29
12-08-2017 2,0.66
12-08-2017 3,0.7
12-08-2017 4,0.26
12-08-2017 5,0.34
12-08-2017 6,0.62
12-08-2017 7,0.79
12-08-2017 8,1.87
12-08-2017 9,1.62
12-08-2017 10,1.27
12-08-2017 11,1.01
12-08-2017 12,2.82
12-08-2017 13,0.65
12-08-2017 14,1.2
12-08-2017 15,0.25
12-08-2017 16,0.21
12-08-2017 17,0.2
12-08-2017 18,0.19
12-08-2017 19,1.06
12-08-2017 20,0.2
12-08-2017 21,0.22
12-08-2017 22,0.23
12-08-2017 23,0.23
13-08-2017 0,0.23
13-08-2017 1,1.11
13-08-2017 2,0.24
13-08-2017 3,0.35
13-08-2017 4,0.57
13-08-2017 5,0.6
13-08-2017 6,2.23
13-08-2017 7,2.47
13-08-2017 8,3.33
13-08-2017 9,1.76
13-08-2017 10,1.01
13-08-2017 11,0.7
13-08-2017 12,0.55
13-08-2017 13,0.48
13-08-2017 14,0.41
13-08-2017 15,0.36
13-08-2017 16,1.38
13-08-2017 17,1.27
13-08-2017 18,5.63
13-08-2017 19,5.66
13-08-2017 20,5.78
13-08-2017 21,5.59
13-08-2017 22,2.53
13-08-2017 23,0.91
14-08-2017 0,0.52
14-08-2017 1,0.27
14-08-2017 2,0.26
14-08-2017 3,0.58
14-08-2017 4,0.78
14-08-2017 5,1.25
14-08-2017 6,2.16
14-08-2017 7,2.49
14-08-2017 8,3.6
14-08-2017 9,1.59
14-08-2017 10,1.17
14-08-2017 11,1.25
14-08-2017 12,2.11
14-08-2017 13,2.32
14-08-2017 14,0.92
14-08-2017 15,1.05
14-08-2017 16,2.68
14-08-2017 17,3.69
14-08-2017 18,4.36
14-08-2017 19,3.61
14-08-2017 20,3.46
14-08-2017 21,1.5
14-08-2017 22,0.44
14-08-2017 23,1.26
15-08-2017 0,2.82
15-08-2017 1,1.29
15-08-2017 2,0.24
15-08-2017 3,0.24
15-08-2017 4,0.31
15-08-2017 5,0.85
15-08-2017 6,1.72
15-08-2017 7,1.04
15-08-2017 8,1.4
15-08-2017 9,2.79
15-08-2017 10,2.66
15-08-2017 11,1.31
15-08-2017 12,0.9
15-08-2017 13,1.67
15-08-2017 14,0.74
15-08-2017 15,1.39
15-08-2017 16,1.39
15-08-2017 17,0.73
15-08-2017 18,0.69
15-08-2017 19,1.58
15-08-2017 20,0.76
15-08-2017 21,2.47
15-08-2017 22,1.64
15-08-2017 23,2.96
16-08-2017 0,3.15
16-08-2017 1,3.63
16-08-2017 2,3.34
16-08-2017 3,3.12
16-08-2017 4,1.86
16-08-2017 5,0.88
16-08-2017 6,1.82
16-08-2017 7,1.22
16-08-2017 8,1.52
16-08-2017 9,1.62
16-08-2017 10,1.59
16-08-2017 11,0.86
16-08-2017 12,1.26
16-08-2017 13,1.38
16-08-2017 14,0.46
16-08-2017 15,0.52
16-08-2017 16,0.87
16-08-2017 17,1.47
16-08-2017 18,0.51
16-08-2017 19,2.3
16-08-2017 20,1.97
16-08-2017 21,1.38
16-08-2017 22,0.82
16-08-2017 23,1.38
17-08-2017 0,0.33
17-08-2017 1,0.29
17-08-2017 2,0.25
17-08-2017 3,0.28
17-08-2017 4,0.99
17-08-2017 5,0.25
17-08-2017 6,0.39
17-08-2017 7,0.7
17-08-2017 8,1.65
17-08-2017 9,0.58
17-08-2017 10,0.57
17-08-2017 11,1.25
17-08-2017 12,0.7
17-08-2017 13,1.11
17-08-2017 14,1.87
17-08-2017 15,1.71
17-08-2017 16,2.87
17-08-2017 17,1.05
17-08-2017 18,0.9
17-08-2017 19,2.32
17-08-2017 20,0.91
17-08-2017 21,1.92
17-08-2017 22,0.69
17-08-2017 23,1.36
18-08-2017 0,0.34
18-08-2017 1,0.27
18-08-2017 2,0.99
18-08-2017 3,0.28
18-08-2017 4,0.35
18-08-2017 5,0.5
18-08-2017 6,1.41
18-08-2017 7,2.58
18-08-2017 8,2.25
18-08-2017 9,1.95
18-08-2017 10,2.03
18-08-2017 11,2.74
18-08-2017 12,3.2
18-08-2017 13,1.02
18-08-2017 14,1.57
18-08-2017 15,1.01
18-08-2017 16,1.71
18-08-2017 17,1.98
18-08-2017 18,0.76
18-08-2017 19,0.25
18-08-2017 20,0.89
18-08-2017 21,0.19
18-08-2017 22,0.19
18-08-2017 23,0.22
19-08-2017 0,0.82
19-08-2017 1,0.43
19-08-2017 2,0.22
19-08-2017 3,0.36
19-08-2017 4,0.55
19-08-2017 5,0.66
19-08-2017 6,2.53
19-08-2017 7,1.89
19-08-2017 8,2.09
19-08-2017 9,2.24
19-08-2017 10,2.24
19-08-2017 11,2.17
19-08-2017 12,2.05
19-08-2017 13,2.85
19-08-2017 14,1.55
19-08-2017 15,1.19
19-08-2017 16,0.86
19-08-2017 17,0.65
19-08-2017 18,0.48
19-08-2017 19,0.33
19-08-2017 20,1.32
19-08-2017 21,0.34
19-08-2017 22,0.48
19-08-2017 23,0.24
20-08-2017 0,0.2
20-08-2017 1,0.24
20-08-2017 2,0.21
20-08-2017 3,0.31
20-08-2017 4,1.6
20-08-2017 5,0.52
20-08-2017 6,2.08
20-08-2017 7,2.29
20-08-2017 8,2.41
20-08-2017 9,2.44
20-08-2017 10,2.28
20-08-2017 11,1.99
20-08-2017 12,1.72
20-08-2017 13,2.65
20-08-2017 14,1.37
20-08-2017 15,1.14
20-08-2017 16,0.96
20-08-2017 17,0.73
20-08-2017 18,0.8
20-08-2017 19,1.94
20-08-2017 20,4.25
20-08-2017 21,4.12
20-08-2017 22,3.29
20-08-2017 23,3.89
21-08-2017 0,3.15
21-08-2017 1,1.9
21-08-2017 2,0.36
21-08-2017 3,0.39
21-08-2017 4,0.85
21-08-2017 5,0.99
21-08-2017 6,1.21
21-08-2017 7,1.57
21-08-2017 8,2.17
21-08-2017 9,1.63
21-08-2017 10,1.68
21-08-2017 11,1.61
21-08-2017 12,2.97
21-08-2017 13,2.18
21-08-2017 14,1.07
21-08-2017 15,0.55
21-08-2017 16,1.88
21-08-2017 17,0.92
21-08-2017 18,0.87
21-08-2017 19,1.93
21-08-2017 20,4.38
21-08-2017 21,3.74
21-08-2017 22,3.64
21-08-2017 23,3.33
22-08-2017 0,0.96
22-08-2017 1,0.27
22-08-2017 2,1.04
22-08-2017 3,0.26
22-08-2017 4,0.39
22-08-2017 5,1.08
22-08-2017 6,1.64
22-08-2017 7,2.79
22-08-2017 8,2.07
22-08-2017 9,1.6
22-08-2017 10,1.47
22-08-2017 11,0.88
22-08-2017 12,1.11
22-08-2017 13,2.89
22-08-2017 14,0.74
22-08-2017 15,0.37
22-08-2017 16,1.99
22-08-2017 17,0.42
22-08-2017 18,0.43
22-08-2017 19,0.6
22-08-2017 20,0.75
22-08-2017 21,1.43
22-08-2017 22,0.67
22-08-2017 23,4.66
23-08-2017 0,3.18
23-08-2017 1,3.16
23-08-2017 2,3.13
23-08-2017 3,3.32
23-08-2017 4,1.96
23-08-2017 5,0.76
23-08-2017 6,0.89
23-08-2017 7,1.69
23-08-2017 8,2.24
23-08-2017 9,1.94
23-08-2017 10,3.07
23-08-2017 11,1.8
23-08-2017 12,2.36
23-08-2017 13,1.96
23-08-2017 14,0.67
23-08-2017 15,0.67
23-08-2017 16,2.27
23-08-2017 17,1.06
23-08-2017 18,0.74
23-08-2017 19,1.88
23-08-2017 20,3.04
23-08-2017 21,6.42
23-08-2017 22,4.07
23-08-2017 23,3.27
24-08-2017 0,3.85
24-08-2017 1,3.12
24-08-2017 2,1.06
24-08-2017 3,0.28
24-08-2017 4,0.69
24-08-2017 5,1.14
24-08-2017 6,0.75
24-08-2017 7,1.01
24-08-2017 8,2.31
24-08-2017 9,1.52
24-08-2017 10,1.46
24-08-2017 11,1.3
24-08-2017 12,2.18
24-08-2017 13,1.12
24-08-2017 14,0.96
24-08-2017 15,1.3
24-08-2017 16,3.45
24-08-2017 17,1.32
24-08-2017 18,0.89
24-08-2017 19,1.18
24-08-2017 20,0.98
24-08-2017 21,0.54
24-08-2017 22,0.45
24-08-2017 23,1.46
25-08-2017 0,0.27
25-08-2017 1,0.27
25-08-2017 2,0.25
25-08-2017 3,0.26
25-08-2017 4,1.08
25-08-2017 5,0.4
25-08-2017 6,1.42
25-08-2017 7,2.43
25-08-2017 8,2.23
25-08-2017 9,1.8
25-08-2017 10,1.71
25-08-2017 11,2.5
25-08-2017 12,2.33
25-08-2017 13,0.87
25-08-2017 14,0.84
25-08-2017 15,0.73
25-08-2017 16,2.75
25-08-2017 17,2.04
25-08-2017 18,1.18
25-08-2017 19,0.81
25-08-2017 20,2.35
25-08-2017 21,4.69
25-08-2017 22,4.09
25-08-2017 23,4
26-08-2017 0,3.98
26-08-2017 1,1.45
26-08-2017 2,0.3
26-08-2017 3,0.27
26-08-2017 4,0.28
26-08-2017 5,1.05
26-08-2017 6,0.61
26-08-2017 7,1.07
26-08-2017 8,2.14
26-08-2017 9,1.26
26-08-2017 10,1.28
26-08-2017 11,1.89
26-08-2017 12,1.83
26-08-2017 13,1.05
26-08-2017 14,0.8
26-08-2017 15,0.94
26-08-2017 16,1.86
26-08-2017 17,1.1
26-08-2017 18,0.97
26-08-2017 19,1
26-08-2017 20,0.79
26-08-2017 21,1.11
26-08-2017 22,0.8
26-08-2017 23,0.45
27-08-2017 0,0.45
27-08-2017 1,0.4
27-08-2017 2,0.25
27-08-2017 3,1.21
27-08-2017 4,0.28
27-08-2017 5,0.39
27-08-2017 6,1.45
27-08-2017 7,1.77
27-08-2017 8,2.12
27-08-2017 9,2.64
27-08-2017 10,4.17
27-08-2017 11,2.86
27-08-2017 12,2.58
27-08-2017 13,2.51
27-08-2017 14,2.73
27-08-2017 15,2.05
27-08-2017 16,0.57
27-08-2017 17,1.08
27-08-2017 18,0.64
27-08-2017 19,1.36
27-08-2017 20,2.87
27-08-2017 21,2.93
27-08-2017 22,2.9
27-08-2017 23,0.58
28-08-2017 0,0.32
28-08-2017 1,0.28
28-08-2017 2,0.72
28-08-2017 3,0.61
28-08-2017 4,0.26
28-08-2017 5,0.84
28-08-2017 6,1.47
28-08-2017 7,0.86
28-08-2017 8,1.53
28-08-2017 9,1.24
28-08-2017 10,1.96
28-08-2017 11,1.13
28-08-2017 12,1.08
28-08-2017 13,1.62
28-08-2017 14,2.32
28-08-2017 15,0.95
28-08-2017 16,3.55
28-08-2017 17,1.43
28-08-2017 18,1.4
28-08-2017 19,1.73
28-08-2017 20,0.92
28-08-2017 21,2.56
28-08-2017 22,3.84
28-08-2017 23,3.77
29-08-2017 0,3.89
29-08-2017 1,3.16
29-08-2017 2,3.16
29-08-2017 3,1.11
29-08-2017 4,0.35
29-08-2017 5,1.68
29-08-2017 6,1.2
29-08-2017 7,1.53
29-08-2017 8,1.71
29-08-2017 9,0.76
29-08-2017 10,0.83
29-08-2017 11,0.89
29-08-2017 12,0.91
29-08-2017 13,2.33
29-08-2017 14,0.8
29-08-2017 15,0.68
29-08-2017 16,1.27
29-08-2017 17,2.41
29-08-2017 18,1.69
29-08-2017 19,2.06
29-08-2017 20,0.75
29-08-2017 21,2.59
29-08-2017 22,1.25
29-08-2017 23,3.77
30-08-2017 0,3.16
30-08-2017 1,3.07
30-08-2017 2,3.83
30-08-2017 3,3.1
30-08-2017 4,3.23
30-08-2017 5,3.33
30-08-2017 6,3.07
30-08-2017 7,3.48
30-08-2017 8,2.69
30-08-2017 9,4.41
30-08-2017 10,2.32
30-08-2017 11,2.01
30-08-2017 12,3.73
30-08-2017 13,2.35
30-08-2017 14,0.58
30-08-2017 15,0.82
30-08-2017 16,1.85
30-08-2017 17,1.1
30-08-2017 18,1.63
30-08-2017 19,0.84
30-08-2017 20,0.65
30-08-2017 21,0.78
30-08-2017 22,1.74
30-08-2017 23,0.52
31-08-2017 0,0.43
31-08-2017 1,0.27
31-08-2017 2,0.27
31-08-2017 3,1.12
31-08-2017 4,0.31
31-08-2017 5,0.44
31-08-2017 6,1.33
31-08-2017 7,1.63
31-08-2017 8,2.84
31-08-2017 9,3.31
31-08-2017 10,2
31-08-2017 11,2.5
31-08-2017 12,2.72
31-08-2017 13,2.07
31-08-2017 14,1.22
31-08-2017 15,1.4
31-08-2017 16,0.67
31-08-2017 17,0.64
31-08-2017 18,0.75
31-08-2017 19,0.72
31-08-2017 20,1.54
31-08-2017 21,0.68
31-08-2017 22,0.64
31-08-2017 23,1.44
01-09-2017 0,1.01
01-09-2017 1,0.3
01-09-2017 2,0.36
01-09-2017 3,0.29
01-09-2017 4,0.3
01-09-2017 5,1.16
01-09-2017 6,2.06
01-09-2017 7,1.08
01-09-2017 8,2.15
01-09-2017 9,1.07
01-09-2017 10,0.92
01-09-2017 11,0.79
01-09-2017 12,0.57
01-09-2017 13,0.61
01-09-2017 14,1.68
01-09-2017 15,0.8
01-09-2017 16,1.09
01-09-2017 17,0.83
01-09-2017 18,0.75
01-09-2017 19,0.79
01-09-2017 20,1.74
01-09-2017 21,1.08
01-09-2017 22,0.68
01-09-2017 23,1.24
02-09-2017 0,0.46
02-09-2017 1,0.31
02-09-2017 2,0.85
02-09-2017 3,0.47
02-09-2017 4,0.27
02-09-2017 5,0.33
02-09-2017 6,2.08
02-09-2017 7,2.76
02-09-2017 8,3.8
02-09-2017 9,2.51
02-09-2017 10,1.47
02-09-2017 11,1.11
02-09-2017 12,1.74
02-09-2017 13,1.66
02-09-2017 14,1.51
02-09-2017 15,1.52
02-09-2017 16,1.74
02-09-2017 17,0.75
02-09-2017 18,0.64
02-09-2017 19,0.62
02-09-2017 20,1.73
02-09-2017 21,2.06
02-09-2017 22,1.73
02-09-2017 23,0.71
03-09-2017 0,0.46
03-09-2017 1,0.29
03-09-2017 2,0.97
03-09-2017 3,0.28
03-09-2017 4,0.29
03-09-2017 5,0.26
03-09-2017 6,0.83
03-09-2017 7,2.1
03-09-2017 8,2.43
03-09-2017 9,4.07
03-09-2017 10,3.49
03-09-2017 11,3.17
03-09-2017 12,1.37
03-09-2017 13,2.39
03-09-2017 14,4.47
03-09-2017 15,3.39
03-09-2017 16,1.64
03-09-2017 17,0.9
03-09-2017 18,1.08
03-09-2017 19,1.85
03-09-2017 20,0.76
03-09-2017 21,2.04
03-09-2017 22,3.23
03-09-2017 23,2.05
04-09-2017 0,2.23
04-09-2017 1,0.49
04-09-2017 2,0.88
04-09-2017 3,0.25
04-09-2017 4,0.24
04-09-2017 5,0.94
04-09-2017 6,1.43
04-09-2017 7,1.06
04-09-2017 8,1.25
04-09-2017 9,1.95
04-09-2017 10,1.54
04-09-2017 11,1.31
04-09-2017 12,0.71
04-09-2017 13,0.44
04-09-2017 14,0.35
04-09-2017 15,1.16
04-09-2017 16,3.26
04-09-2017 17,3.3
04-09-2017 18,3.36
04-09-2017 19,3.46
04-09-2017 20,4.5
04-09-2017 21,2.61
04-09-2017 22,0.62
04-09-2017 23,1.19
05-09-2017 0,0.26
05-09-2017 1,0.99
05-09-2017 2,0.26
05-09-2017 3,0.25
05-09-2017 4,0.25
05-09-2017 5,1.62
05-09-2017 6,0.68
05-09-2017 7,0.94
05-09-2017 8,2.31
05-09-2017 9,1.74
05-09-2017 10,1.85
05-09-2017 11,2.72
05-09-2017 12,1.69
05-09-2017 13,2.43
05-09-2017 14,1.32
05-09-2017 15,1.26
05-09-2017 16,2.12
05-09-2017 17,3.79
05-09-2017 18,3.38
05-09-2017 19,1.02
05-09-2017 20,0.97
05-09-2017 21,1.87
05-09-2017 22,0.98
05-09-2017 23,0.54
06-09-2017 0,0.36
06-09-2017 1,0.64
06-09-2017 2,0.7
06-09-2017 3,0.27
06-09-2017 4,0.37
06-09-2017 5,0.44
06-09-2017 6,1.13
06-09-2017 7,2.06
06-09-2017 8,1.69
06-09-2017 9,2.43
06-09-2017 10,1.59
06-09-2017 11,1.67
06-09-2017 12,1.6
06-09-2017 13,0.75
06-09-2017 14,0.51
06-09-2017 15,0.63
06-09-2017 16,3.96
06-09-2017 17,3.53
06-09-2017 18,1.02
06-09-2017 19,1.09
06-09-2017 20,2.77
06-09-2017 21,1.68
06-09-2017 22,0.76
06-09-2017 23,2.77
07-09-2017 0,2.49
07-09-2017 1,1.63
07-09-2017 2,0.26
07-09-2017 3,0.25
07-09-2017 4,0.26
07-09-2017 5,1.14
07-09-2017 6,1.6
07-09-2017 7,0.97
07-09-2017 8,1.35
07-09-2017 9,2.14
07-09-2017 10,1.49
07-09-2017 11,1.59
07-09-2017 12,1.65
07-09-2017 13,1.43
07-09-2017 14,2.12
07-09-2017 15,1.36
07-09-2017 16,1.44
07-09-2017 17,4.59
07-09-2017 18,5.39
07-09-2017 19,4.52
07-09-2017 20,2.81
07-09-2017 21,0.79
07-09-2017 22,1.4
07-09-2017 23,2
08-09-2017 0,3.95
08-09-2017 1,3.08
08-09-2017 2,0.92
08-09-2017 3,0.35
08-09-2017 4,1.26
08-09-2017 5,1.22
08-09-2017 6,2.38
08-09-2017 7,3.32
08-09-2017 8,2.94
08-09-2017 9,4.15
08-09-2017 10,2.46
08-09-2017 11,3.42
08-09-2017 12,4.03
08-09-2017 13,2.04
08-09-2017 14,1.73
08-09-2017 15,2.35
08-09-2017 16,1.75
08-09-2017 17,2.35
08-09-2017 18,4.36
08-09-2017 19,2.73
08-09-2017 20,0.8
08-09-2017 21,0.56
08-09-2017 22,1.45
08-09-2017 23,0.49
09-09-2017 0,2.18
09-09-2017 1,3.2
09-09-2017 2,3.92
09-09-2017 3,3.17
09-09-2017 4,3.28
09-09-2017 5,3.32
09-09-2017 6,3.09
09-09-2017 7,3.36
09-09-2017 8,4.11
09-09-2017 9,3.46
09-09-2017 10,1.58
09-09-2017 11,1.05
09-09-2017 12,0.75
09-09-2017 13,1.28
09-09-2017 14,0.36
09-09-2017 15,0.28
09-09-2017 16,0.29
09-09-2017 17,0.3
09-09-2017 18,1.01
09-09-2017 19,0.19
09-09-2017 20,0.2
09-09-2017 21,0.23
09-09-2017 22,0.27
09-09-2017 23,0.74
10-09-2017 0,0.62
10-09-2017 1,0.23
10-09-2017 2,0.22
10-09-2017 3,0.34
10-09-2017 4,0.5
10-09-2017 5,0.6
10-09-2017 6,3.35
10-09-2017 7,2.61
10-09-2017 8,2.67
10-09-2017 9,2.69
10-09-2017 10,2.6
10-09-2017 11,2.35
10-09-2017 12,1.99
10-09-2017 13,1.56
10-09-2017 14,2.4
10-09-2017 15,3.38
10-09-2017 16,3.98
10-09-2017 17,3.55
10-09-2017 18,3.62
10-09-2017 19,4.36
10-09-2017 20,4.49
10-09-2017 21,1.91
10-09-2017 22,1.1
10-09-2017 23,0.45
11-09-2017 0,0.685
11-09-2017 1,0.685
11-09-2017 2,0.26
11-09-2017 3,0.26
11-09-2017 4,0.48
11-09-2017 5,1.01
11-09-2017 6,2.51
11-09-2017 7,1.84
11-09-2017 8,1.96
11-09-2017 9,2.08
11-09-2017 10,2.32
11-09-2017 11,1.38
11-09-2017 12,1.23
11-09-2017 13,1.13
11-09-2017 14,0.97
11-09-2017 15,1.06
11-09-2017 16,2.59
11-09-2017 17,0.76
11-09-2017 18,1.49
11-09-2017 19,0.71
11-09-2017 20,0.6
11-09-2017 21,4.01
11-09-2017 22,3.85
11-09-2017 23,4.99
12-09-2017 0,3.21
12-09-2017 1,3.15
12-09-2017 2,3.12
12-09-2017 3,1.94
12-09-2017 4,0.86
12-09-2017 5,1.74
12-09-2017 6,1.85
12-09-2017 7,2.45
12-09-2017 8,2.11
12-09-2017 9,0.26
12-09-2017 10,0.26
12-09-2017 11,0.55
12-09-2017 12,0.87
12-09-2017 13,1.68
12-09-2017 14,2.11
12-09-2017 15,2.21
12-09-2017 16,2.38
12-09-2017 17,1.48
12-09-2017 18,1.39
12-09-2017 19,3.04
12-09-2017 20,2.35
12-09-2017 21,4.71
12-09-2017 22,5.87
12-09-2017 23,3.84
13-09-2017 0,3.08
13-09-2017 1,3.1
13-09-2017 2,2.92
13-09-2017 3,1.56
13-09-2017 4,0.3
13-09-2017 5,1.08
13-09-2017 6,2.2
13-09-2017 7,2.95
13-09-2017 8,3.25
13-09-2017 9,2.61
13-09-2017 10,2.45
13-09-2017 11,3.26
13-09-2017 12,2.39
13-09-2017 13,2.12
13-09-2017 14,3.18
13-09-2017 15,2.56
13-09-2017 16,2.38
13-09-2017 17,1.64
13-09-2017 18,1.41
13-09-2017 19,2.16
13-09-2017 20,2.64
13-09-2017 21,3.82
13-09-2017 22,3.6
13-09-2017 23,3.5
14-09-2017 0,3.69
14-09-2017 1,3.12
14-09-2017 2,2.5
14-09-2017 3,0.47
14-09-2017 4,0.25
14-09-2017 5,1.12
14-09-2017 6,3.33
14-09-2017 7,2.88
14-09-2017 8,1.72
14-09-2017 9,0.27
14-09-2017 10,0.27
14-09-2017 11,0.28
14-09-2017 12,0.56
14-09-2017 13,1.43
14-09-2017 14,1.42
14-09-2017 15,1.22
14-09-2017 16,2.15
14-09-2017 17,4.43
14-09-2017 18,4.39
14-09-2017 19,3.08
14-09-2017 20,5.54
14-09-2017 21,4.93
14-09-2017 22,0.98
14-09-2017 23,0.31
15-09-2017 0,0.26
15-09-2017 1,1.01
15-09-2017 2,0.31
15-09-2017 3,0.26
15-09-2017 4,0.3
15-09-2017 5,1.37
15-09-2017 6,3.58
15-09-2017 7,2.97
15-09-2017 8,3.2
15-09-2017 9,3.81
15-09-2017 10,2.55
15-09-2017 11,1.82
15-09-2017 12,2.8
15-09-2017 13,1.41
15-09-2017 14,0.63
15-09-2017 15,0.47
15-09-2017 16,1.72
15-09-2017 17,1.08
15-09-2017 18,3.03
15-09-2017 19,2.04
15-09-2017 20,1.6
15-09-2017 21,0.6
15-09-2017 22,1.01
15-09-2017 23,1.21
16-09-2017 0,0.29
16-09-2017 1,0.29
16-09-2017 2,0.27
16-09-2017 3,0.26
16-09-2017 4,1.04
16-09-2017 5,0.24
16-09-2017 6,1.72
16-09-2017 7,2.29
16-09-2017 8,2.96
16-09-2017 9,3.46
16-09-2017 10,2.27
16-09-2017 11,2.32
16-09-2017 12,1.06
16-09-2017 13,1.56
16-09-2017 14,0.26
16-09-2017 15,0.27
16-09-2017 16,0.26
16-09-2017 17,0.5
16-09-2017 18,1.35
16-09-2017 19,2.98
16-09-2017 20,1.22
16-09-2017 21,1.44
16-09-2017 22,1.11
16-09-2017 23,0.42
17-09-2017 0,0.87
17-09-2017 1,0.9
17-09-2017 2,0.28
17-09-2017 3,0.27
17-09-2017 4,0.24
17-09-2017 5,1.27
17-09-2017 6,2.03
17-09-2017 7,2.47
17-09-2017 8,3.6
17-09-2017 9,2.92
17-09-2017 10,2.95
17-09-2017 11,1.09
17-09-2017 12,0.76
17-09-2017 13,0.49
17-09-2017 14,0.41
17-09-2017 15,5.27
17-09-2017 16,5.56
17-09-2017 17,5.67
17-09-2017 18,3.72
17-09-2017 19,3.71
17-09-2017 20,1.05
17-09-2017 21,1.41
17-09-2017 22,0.68
17-09-2017 23,0.29
18-09-2017 0,0.93
18-09-2017 1,0.26
18-09-2017 2,0.46
18-09-2017 3,0.6
18-09-2017 4,1.33
18-09-2017 5,1.56
18-09-2017 6,2.39
18-09-2017 7,3.03
18-09-2017 8,3.41
18-09-2017 9,1.2
18-09-2017 10,0.94
18-09-2017 11,1.68
18-09-2017 12,3.39
18-09-2017 13,0.99
18-09-2017 14,2.38
18-09-2017 15,1.39
18-09-2017 16,2.41
18-09-2017 17,1.4
18-09-2017 18,1.33
18-09-2017 19,1.72
18-09-2017 20,2.32
18-09-2017 21,2.29
18-09-2017 22,1.05
18-09-2017 23,1.2
19-09-2017 0,0.27
19-09-2017 1,0.27
19-09-2017 2,0.26
19-09-2017 3,0.26
19-09-2017 4,1.1
19-09-2017 5,1.02
19-09-2017 6,2.24
19-09-2017 7,2.6
19-09-2017 8,0.58
19-09-2017 9,1.13
19-09-2017 10,1.97
19-09-2017 11,2.02
19-09-2017 12,1.2
19-09-2017 13,1.1
19-09-2017 14,3.22
